 ,X,Y
1,0.000,0.238
2,0.013,0.237
3,0.029,0.236
4,0.041,0.239
5,0.051,0.246
6,0.066,0.251
7,0.081,0.253
8,0.094,0.251
9,0.107,0.248
10,0.120,0.246
11,0.132,0.244
12,0.151,0.230
