 ,X,Y
1,0.252,0.001
2,0.254,0.013
3,0.257,0.026
4,0.260,0.038
5,0.259,0.049
6,0.258,0.061
7,0.257,0.074
8,0.257,0.088
9,0.259,0.106
10,0.262,0.113
11,0.261,0.120
12,0.257,0.132
13,0.253,0.140
14,0.247,0.150
15,0.241,0.153
16,0.238,0.161
