 ,X,Y
1,0.147,0.299
2,0.147,0.294
3,0.149,0.287
4,0.150,0.281
5,0.153,0.273
6,0.157,0.264
7,0.156,0.257
8,0.155,0.249
9,0.154,0.241
10,0.152,0.236
11,0.153,0.230
12,0.151,0.225
13,0.153,0.219
14,0.155,0.213
