 ,X,Y
1,0.101,0.299
2,0.100,0.295
3,0.102,0.289
4,0.104,0.281
5,0.106,0.274
6,0.106,0.267
7,0.104,0.261
8,0.106,0.254
9,0.109,0.244
10,0.112,0.238
11,0.109,0.233
12,0.107,0.226
13,0.105,0.220
14,0.107,0.214
