 ,X,Y
1,4.934E-4,0.073
2,0.005,0.076
3,0.015,0.086
4,0.023,0.090
5,0.027,0.101
6,0.034,0.106
7,0.040,0.111
8,0.048,0.111
9,0.054,0.113
10,0.064,0.115
11,0.070,0.119
12,0.074,0.126
13,0.076,0.133
