 ,X,Y
1,0.121,0.297
2,0.118,0.293
3,0.116,0.287
4,0.114,0.279
5,0.110,0.272
6,0.110,0.266
7,0.103,0.257
8,0.101,0.249
9,0.100,0.237
10,0.100,0.230
11,0.101,0.222
12,0.103,0.214
13,0.106,0.206
14,0.107,0.201
15,0.106,0.194
16,0.110,0.190
17,0.112,0.185
18,0.113,0.179
