 ,X,Y
1,0.082,0.004
2,0.082,4.934E-4
3,0.081,0.009
4,0.078,0.013
5,0.075,0.020
6,0.075,0.027
7,0.075,0.034
8,0.076,0.042
9,0.078,0.050
10,0.079,0.059
11,0.079,0.067
12,0.080,0.075
13,0.081,0.083
14,0.082,0.089
