 ,X,Y
1,0.266,0.299
2,0.262,0.293
3,0.259,0.284
4,0.262,0.276
5,0.266,0.270
6,0.270,0.263
7,0.271,0.257
8,0.267,0.250
9,0.264,0.243
10,0.263,0.234
11,0.260,0.226
12,0.255,0.220
13,0.248,0.217
14,0.242,0.213
15,0.236,0.210
16,0.226,0.208
