 ,X,Y
1,0.219,0.299
2,0.216,0.293
3,0.214,0.285
4,0.214,0.283
5,0.217,0.274
6,0.221,0.264
7,0.221,0.257
8,0.220,0.249
9,0.215,0.242
10,0.211,0.231
11,0.211,0.223
12,0.208,0.215
13,0.207,0.206
14,0.200,0.198
15,0.194,0.192
