 ,X,Y
1,0.261,0.299
2,0.264,0.294
3,0.266,0.290
4,0.271,0.282
5,0.274,0.271
6,0.277,0.260
7,0.278,0.249
8,0.278,0.244
9,0.276,0.238
10,0.273,0.232
11,0.267,0.224
12,0.265,0.215
13,0.263,0.209
14,0.260,0.198
15,0.257,0.191
16,0.251,0.184
17,0.245,0.179
18,0.238,0.176
