 ,X,Y
1,0.100,4.934E-4
2,0.101,0.007
3,0.100,0.017
4,0.100,0.026
5,0.099,0.030
6,0.096,0.037
7,0.094,0.044
8,0.092,0.049
9,0.088,0.057
10,0.084,0.066
11,0.082,0.071
12,0.080,0.084
13,0.079,0.091
14,0.076,0.099
15,0.075,0.108
16,0.073,0.117
17,0.076,0.129
18,0.084,0.142
19,0.093,0.150
