 ,X,Y
1,0.233,0.299
2,0.230,0.292
3,0.226,0.288
4,0.222,0.286
5,0.217,0.284
6,0.211,0.281
7,0.201,0.278
8,0.195,0.273
9,0.191,0.267
10,0.189,0.260
11,0.185,0.252
12,0.181,0.246
13,0.176,0.238
14,0.171,0.232
15,0.168,0.228
16,0.164,0.224
17,0.159,0.218
18,0.153,0.213
19,0.149,0.208
20,0.145,0.203
