 ,X,Y
1,0.090,0.298
2,0.084,0.294
3,0.078,0.286
4,0.069,0.278
5,0.059,0.272
6,0.051,0.264
7,0.040,0.260
8,0.031,0.254
9,0.021,0.250
10,0.012,0.246
11,0.005,0.244
12,8.224E-4,0.242
