 ,X,Y
1,0.172,0.299
2,0.175,0.291
3,0.182,0.285
4,0.185,0.281
5,0.187,0.275
6,0.187,0.264
7,0.186,0.254
8,0.184,0.245
9,0.184,0.238
10,0.180,0.230
11,0.174,0.224
12,0.170,0.219
13,0.170,0.213
14,0.171,0.205
