 ,X,Y
1,0.040,0.299
2,0.043,0.294
3,0.045,0.291
4,0.049,0.290
5,0.055,0.293
6,0.066,0.296
7,0.086,0.297
8,0.097,0.296
9,0.106,0.289
10,0.121,0.281
11,0.133,0.276
12,0.146,0.265
13,0.150,0.259
14,0.145,0.251
