 ,X,Y
1,0.225,0.000
2,0.226,0.006
3,0.230,0.015
4,0.243,0.025
5,0.253,0.034
6,0.258,0.037
7,0.264,0.052
8,0.262,0.059
9,0.263,0.074
10,0.263,0.088
11,0.259,0.094
12,0.252,0.096
