 ,X,Y
1,0.159,-4.934E-4
2,0.158,0.005
3,0.157,0.012
4,0.156,0.021
5,0.153,0.029
6,0.147,0.038
7,0.140,0.044
8,0.134,0.048
9,0.130,0.054
10,0.128,0.062
11,0.127,0.070
12,0.124,0.076
13,0.122,0.081
14,0.121,0.090
15,0.127,0.096
