 ,X,Y
1,0.240,0.298
2,0.230,0.295
3,0.222,0.290
4,0.215,0.282
5,0.208,0.277
6,0.203,0.271
7,0.204,0.265
8,0.207,0.256
9,0.209,0.247
10,0.210,0.234
11,0.209,0.225
12,0.209,0.216
13,0.206,0.210
14,0.203,0.200
