 ,X,Y
1,0.025,0.299
2,0.022,0.290
3,0.014,0.279
4,0.013,0.270
5,0.021,0.255
6,0.025,0.240
7,0.025,0.233
8,0.017,0.222
9,0.014,0.218
10,0.018,0.212
11,0.024,0.201
12,0.028,0.193
13,0.030,0.186
14,0.037,0.176
15,0.042,0.170
16,0.047,0.165
17,0.053,0.163
18,0.058,0.155
19,0.066,0.148
20,0.075,0.153
21,0.083,0.155
22,0.091,0.157
23,0.098,0.159
24,0.105,0.157
25,0.109,0.152
