 ,X,Y
1,0.299,0.252
2,0.297,0.250
3,0.296,0.240
4,0.299,0.236
5,0.292,0.227
6,0.287,0.217
7,0.282,0.208
8,0.279,0.205
9,0.279,0.200
10,0.273,0.190
11,0.266,0.184
12,0.263,0.176
13,0.259,0.168
14,0.253,0.160
15,0.247,0.154
16,0.241,0.150
17,0.235,0.148
18,0.232,0.148
