 ,X,Y
1,0.127,0.299
2,0.125,0.294
3,0.122,0.288
4,0.123,0.282
5,0.131,0.268
6,0.129,0.258
7,0.127,0.250
8,0.127,0.239
9,0.125,0.230
10,0.123,0.222
11,0.122,0.216
12,0.118,0.210
13,0.116,0.205
14,0.118,0.198
15,0.119,0.184
