 ,X,Y
1,0.298,0.034
2,0.291,0.038
3,0.285,0.043
4,0.281,0.051
5,0.276,0.059
6,0.264,0.063
7,0.253,0.067
8,0.243,0.074
9,0.230,0.078
10,0.219,0.085
11,0.212,0.091
12,0.208,0.097
13,0.199,0.103
