 ,X,Y
1,0.298,0.245
2,0.282,0.243
3,0.270,0.242
4,0.253,0.244
5,0.239,0.237
6,0.233,0.222
7,0.231,0.204
8,0.231,0.186
9,0.227,0.170
10,0.213,0.162
