 ,X,Y
1,0.211,4.934E-4
2,0.202,0.009
3,0.196,0.015
4,0.191,0.017
5,0.189,0.026
6,0.188,0.033
7,0.184,0.041
8,0.182,0.050
9,0.179,0.058
10,0.178,0.067
11,0.177,0.074
12,0.174,0.079
13,0.169,0.087
14,0.164,0.092
15,0.157,0.095
16,0.148,0.095
