 ,X,Y
1,0.059,0.286
2,0.061,0.281
3,0.064,0.272
4,0.067,0.263
5,0.069,0.255
6,0.074,0.249
7,0.080,0.243
8,0.085,0.236
9,0.092,0.232
10,0.095,0.226
11,0.097,0.220
12,0.098,0.211
13,0.098,0.201
14,0.100,0.191
15,0.092,0.179
16,0.088,0.171
17,0.089,0.164
18,0.091,0.157
19,0.089,0.146
20,0.091,0.140
21,0.089,0.133
22,0.090,0.122
23,0.090,0.112
24,0.091,0.101
