 ,X,Y
1,4.934E-4,0.279
2,0.008,0.279
3,0.018,0.278
4,0.025,0.277
5,0.025,0.265
6,0.026,0.254
7,0.025,0.241
8,0.028,0.232
9,0.027,0.222
10,0.025,0.212
11,0.025,0.205
12,0.019,0.199
13,0.021,0.189
14,0.018,0.183
15,0.018,0.174
16,0.019,0.166
17,0.022,0.158
18,0.027,0.154
19,0.030,0.145
20,0.032,0.136
21,0.034,0.129
