 ,X,Y
1,0.299,0.205
2,0.296,0.200
3,0.291,0.191
4,0.285,0.184
5,0.279,0.177
6,0.274,0.172
7,0.268,0.170
8,0.259,0.168
9,0.252,0.167
10,0.247,0.163
11,0.243,0.159
12,0.239,0.153
13,0.235,0.149
14,0.229,0.149
15,0.228,0.144
16,0.229,0.140
17,0.225,0.134
