 ,X,Y
1,0.299,0.028
2,0.294,0.033
3,0.287,0.039
4,0.278,0.045
5,0.271,0.052
6,0.262,0.057
7,0.256,0.063
8,0.248,0.065
9,0.241,0.064
10,0.236,0.064
11,0.231,0.070
12,0.227,0.076
13,0.226,0.082
