5.000000000000000000e+00 4.015546683446525122e+01
4.000000000000000000e+00 2.910734046477314862e+01
3.000000000000000000e+00 1.977509926877427660e+01
2.000000000000000000e+00 1.629385726994597405e+01
1.000000000000000000e+00 1.210601688111614749e+01
