File VAD VPI VDI VCI VSD VBC
../../Results-8-patients/Patient1/sim_0.cco 0.18707099531689717 0.03847793196284463 9.723547278868217 3406.3287142378576 0.01923896598142232 1.1822348864070893
../../Results-8-patients/Patient1/sim_10.cco 0.19211740908624705 0.04077729001857461 9.422764926199607 3725.113988019031 0.020388645009287307 1.1835045695830022
../../Results-8-patients/Patient1/sim_11.cco 0.1904701759377389 0.04047763291606747 9.411132134761385 3702.3101684558483 0.020238816458033736 1.1835929069656508
../../Results-8-patients/Patient1/sim_12.cco 0.1953460028653034 0.04257161744209454 9.17728827808861 3993.0554411697153 0.02128580872104727 1.1826170090564976
../../Results-8-patients/Patient1/sim_13.cco 0.19696702631674926 0.04281935373350969 9.199906544250632 4006.417977515594 0.021409676866754844 1.1838617616739926
../../Results-8-patients/Patient1/sim_14.cco 0.18737638381003197 0.03840907641256988 9.756880472591138 3388.616669360456 0.01920453820628494 1.1840776286571
../../Results-8-patients/Patient1/sim_15.cco 0.19589370148996205 0.04281383894138477 9.150952417892478 4027.3320397434013 0.021406919470692384 1.1828618424880064
../../Results-8-patients/Patient1/sim_16.cco 0.19108546818494435 0.04024981134195595 9.494974600577022 3648.9642218776985 0.02012490567097798 1.1835953908837202
../../Results-8-patients/Patient1/sim_17.cco 0.19483407772777175 0.0428014487716017 9.104087983911521 4046.8917413680533 0.02140072438580085 1.1835633427943
../../Results-8-patients/Patient1/sim_18.cco 0.19940483780103294 0.04481518445258222 8.8989854772111 4334.9516066977485 0.022407592226291115 1.1840910072514943
../../Results-8-patients/Patient1/sim_19.cco 0.19248468688997908 0.04091703110968065 9.408536331681146 3743.5325299841 0.020458515554840326 1.1829167560139546
../../Results-8-patients/Patient1/sim_1.cco 0.1917259531419568 0.04042522526727397 9.485461212614073 3668.5425405347883 0.020212612633636984 1.1828641488744
../../Results-8-patients/Patient1/sim_20.cco 0.18721545284378674 0.03836532958755906 9.759616552570742 3383.808226398943 0.019182664793779534 1.1845690282998405
